name_clean,rating_clean,cost_clean,area_clean,cuisines_clean,address,online_order_clean,book_table_clean
Cake Dilim,0.0,500,Old Airport Road,Bakery,"Rifco Santosh Apartment, 3rd Cross Road, Wind Tunnel Road, Murugeshpalya, Old Airport Road, Bangalore",1,0
Daily Bread,3.2,600,Old Airport Road,"Bakery, Fast Food, Italian","124, Surya Chambers, Murugageshpalya, Wind Tunnel Road, Old Airport Road, Bangalore",0,0
Amma's Pastries,4.0,400,Thippasandra,"Bakery, Desserts","1961, Ground Floor, Below Kotak Mahindra Bank, Aradhana Arcade, HAL 3rd Stage, New Thippasandra Main Road, Thippasandra, Bangalore",0,0
Pizza Hut,3.7,750,Old Airport Road,"Pizza, Fast Food","124, Ground Floor, Surya Chambers, Murgeshpalaya, Old Airport Road, Bangalore",1,0
Breezes - Hotel Pigeon International,3.5,900,Old Airport Road,"North Indian, Continental","Hotel Pigeon International, Adjacent to HAL Airport Arrival Gate, Old Airport Road, Bangalore",0,0
Cafe Coffee Day,2.8,900,Old Airport Road,"Cafe, Fast Food","ATR Complex, Murugeshpalya, Old Airport Road, Bangalore",1,0
Sri Udupi Park,4.0,300,Old Airport Road,"South Indian, North Indian, Chinese, Beverages","Beside Leela Palace, Kodihalli, Old Airport Road, Bangalore",0,0
Domino's Pizza,2.8,400,Old Airport Road,"Pizza, Fast Food","G-2, G-3, G-4, Next To Total Mall, Skylark Palazzo, Corporation, Murugeshpalaya, Old Airport Road, Bangalore",1,0
Madurai Idly Shop,3.4,200,Old Airport Road,"South Indian, Chinese","121, ATR Complex, Opposite ISRO, Murgeshpalya, Old Airport Road Bangalore",0,0
Faasos,3.9,500,Old Airport Road,"North Indian, Biryani, Fast Food","104, B-Block, First Floor, HAL Airport Exit Road, Konena Agrahara, Old Airport Road, Bangalore",1,0
Tawakkal Mubarak Hotel,0.0,350,Old Airport Road,Mughlai,"Gujari Line, Near Jumia Masjid, HAL Post, Old Airport Road, Bangalore",0,0
Indira Canteen,0.0,300,Old Airport Road,South Indian,"Ward no.113, Opposite ISRO,Murgeshpalya ,Old Airport Road Bangalore",0,0
Meat And Eat (ME),3.6,500,Old Airport Road,"Fast Food, Burger","326, Ground Floor, Murgesh Palya, Old Airport Road, Bangalore",0,0
Sathkar Refershments,0.0,500,Old Airport Road,"South Indian, Chinese","28/10, Kalappa Building, Konena Agrahara, Old Airport Road, Bangalore",0,0
Sree Abhiruchi,3.4,400,Thippasandra,"Andhra, Biryani","G-M Palya Main Road, New, Thippasandra, Bangalore",0,0
Goli Vada Pav No. 1,3.0,200,Thippasandra,Street Food,"21, New Thippasandra Main Road, Opposite Post Office, Thippasandra, Bangalore",1,0
SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,4.9,1000,Indiranagar,"Healthy Food, Salad, Mediterranean","151, 2nd Cross, Domlur 2nd Stage, Indiranagar, Bangalore",0,1
MISU,4.4,1700,Indiranagar,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean","228, Kempegowada Service Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",1,1
Lakshmi Bhog Sweets and Snacks,3.4,250,CV Raman Nagar,"Chinese, North Indian","Shop 40, Narsimbha Complex, GM Palya, Near Bagyame Tech park, Bysandra Main Road, CV Raman Nagar, Bangalore",1,0
Five Star Chicken,0.0,200,Domlur,Fast Food,"Near Domlur Bus Stop, Besides Domlur Complex, HAL Old Airport Road, Domlur, Bangalore",1,0
FNC Seafood,3.2,0,Domlur,"Seafood, Fast Food","EGL Pyramid Food Court, Outer Ring Road, Domlur, Bangalore",0,0
Watson's,0.0,1300,Indiranagar,"Finger Food, Salad, Chinese, Continental","777/I, 2nd Floor, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",1,0
Barbeque Nation,4.5,1600,Rajajinagar,"North Indian, European, Mediterranean, BBQ, Kebab","18,19, 20, Ground Floor, Westgate Mall, Dr Rajkumar Road, 4M Block, Rajajinagar, Bangalore",0,1
Kava - Fairfield by Marriott,4.0,1800,Rajajinagar,"North Indian, South Indian, Continental","Fairfield by Marriott, 1/2, 59th C Cross, 4th M Block, Rajajinagar, Bangalore",0,1
1947,3.9,1000,Rajajinagar,"North Indian, Chinese, Continental","5, Ground Floor, Number 2, First Main, Industrial Town, West of Chord Road, Rajajinagar, Bangalore",0,1
West Wood,3.7,1000,Seshadripuram,"North Indian, Chinese, Continental","Citadel Hotel, 41, Seshadri Road, Near Ananda Rao Circle, Seshadripuram, Bangalore",0,1
The Orchid,3.7,1400,Majestic,"North Indian, Continental","JP Cordial Hotel, 68, 68/1, S C Road, Near Anand Rao Circle, Bangalore, Majestic, Bangalore",0,0
Kaapi Adda,0.0,300,Rajajinagar,"Cafe, Fast Food","20/1, 9th Cross Road, Agrahara Dasarahalli, Rajajinagar, Bangalore",0,0
Cafe Coffee Day,3.0,900,Rajajinagar,"Cafe, Fast Food","1691, Prakash Nagar, Dr Rajkumar Road, Rajajinagar, Bangalore",1,0
Cafe Mamma Mia,3.7,600,Basaveshwara Nagar,"Continental, Italian, Cafe, Beverages, Desserts","73, Ground Floor, Shivakripa Building, Dr. Siddiah Puranik Road, Basaveshwara Nagar, Bangalore",0,0
By Two Coffee,3.3,300,Basaveshwara Nagar,"South Indian, Cafe","19, 3rd Stage, 3rd Block, Opposite Gas Bunk, Basaveshwara Nagar, Bangalore",0,0
Hotel Karavali Food Point,3.8,400,Vijay Nagar,"Mangalorean, South Indian, North Indian","903, 5th Main, Vijay Nagar, Bangalore",1,0
Sri Ayodhya Veg,4.0,300,Vijay Nagar,"South Indian, North Indian","1704, 17th Cross Road, Govindaraja Nagar Ward, PF Layout, Vijay Nagar, Bangalore",1,0
Al-Sidique,4.0,400,Vijay Nagar,"North Indian, Chinese","118, Nagarabhavi Main Road, Kaveri Nagar, Vijay Nagar, Bangalore",1,0
South Ruchis,3.9,850,Vijay Nagar,"North Indian, South Indian, Chinese","39, Jai Munirao Circle, Agrahara Nasarahalli, Magadi Main Road, Vijay Nagar, Bangalore",1,0
Al-Bek,4.1,700,Rajajinagar,"Mughlai, Chinese","348, 6th Block, Rajajinagar, Bangalore",1,0
Al Sadique,3.9,450,Magadi Road,"North Indian, Mughlai, Chinese, Rolls","65, Magadi Main Road, Agrahara Dasarahalli, Magadi Road, Bangalore",1,0
Mangalore Kitchen,3.8,500,Vijay Nagar,"North Indian, Arabian, Chinese","4/55, 2nd Main Govinandraj Nagar, Nagarabhavi Main Road, Opposite Bharathi Hospital, Near Shobha Hospital, Vijay Nagar, Bangalore",1,0
Gowdru Hotel,3.9,250,Vijay Nagar,"Biryani, South Indian","63, Marenahalli Main Road, CHBS Layout, PF Layout, Marenahalli, Vijay Nagar, Bangalore",1,0
Food Zone,3.7,400,Basaveshwara Nagar,"North Indian, Chinese","44, Kuvempu Complex, Havanur Circle, Behind Jyothis, 2nd Cross, 3rd Stage, Basaveshwara Nagar, Bangalore",1,0
Hotel Prakruthi,3.8,350,Vijay Nagar,South Indian,"717/60, 6th Main, 5th Cross, Behind BSVP Collage, Vijay Nagar, Bangalore",1,0
KFC,3.8,400,Basaveshwara Nagar,"Burger, Fast Food","729, Modi Hospital Junction, 2nd Stage, Basaveshwara Nagar, Bangalore",1,0
Burger King,3.9,600,Rajajinagar,"Burger, Fast Food, Beverages","706, Dr MC Modi Hospital Road, West of Chord, 2nd Stage, Rajajinagar, Bangalore",1,0
Sagar Restaurant & Chats,3.6,500,Vijay Nagar,"South Indian, North Indian, Chinese","Shop 827, 4th Main Road, Stage 1, Vijay Nagar, Bangalore",1,0
Pizza Hut,3.6,750,Basaveshwara Nagar,"Pizza, Fast Food","87, Bhima Jyothi Colony, West of Chord Road, Basaveshwara Nagar, Bangalore",1,0
Sri Durga Chats and Juice,4.0,150,Vijay Nagar,"Fast Food, Street Food, Juices","7th Main, Chord road, Vijay Nagar, Bangalore",1,0
Faasos,3.9,500,Rajajinagar,"North Indian, Biryani, Fast Food","2884,1st Floor 14th Main Road, E- Block, Subramanya Nagar, Rajajinagar, Bangalore",1,0
Hotel Halli Nenapu,3.2,500,Rajajinagar,South Indian,"G.T World Mall, 3rd Floor, Food Court, Next To Prasanna Theatre, Rajajinagar, Bangalore",1,0
Navab's,4.0,600,Basaveshwara Nagar,"North Indian, Mughlai, Chinese","44, Kuvempu Complex 2 Main, 2nd Cross, Basaveshwara Nagar, Bangalore",1,0
Nisarga,3.6,500,Basaveshwara Nagar,"Andhra, North Indian, Chinese","470, 3rd Block, Siddaiah Puranik Road, 3rd Stage, Basaveshwara Nagar, Bangalore",1,0
Big Bite,4.0,400,Vijay Nagar,"Fast Food, Street Food, Beverages, Chinese","1714, 17th Cross, 21st Main, Maruthi Mandir, Vijay Nagar, Bangalore",1,0
Wat-a-Biryani,3.0,500,Basaveshwara Nagar,Biryani,"44, Kuvempu Complex, 2 Main, 2nd Cross, Basaveshwara Nagar, Bangalore",1,0
Firangi Bake,3.8,600,Rajajinagar,"Mexican, Italian","22, 14th Main Road, E Block, Subramanya Nagar, Rajajinagar, Bangalore",1,0
Delhi Food Factory,0.0,500,Basaveshwara Nagar,North Indian,"44, Kuvempu Complex 2 Main, 2nd Cross, Basaveshwara Nagar, Bangalore",1,0
Ayodhya Sagara,3.8,200,Basaveshwara Nagar,"Chinese, North Indian, South Indian","483, 8th Main, BEML Layout, Basaveshwara Nagar, Bangalore",1,0
Savi Sagar,3.2,450,Rajajinagar,"South Indian, Chinese, North Indian","GT World Mall, 3rd Floor, Food Court, Next To Prasanna Theatre, Rajajinagar, Bangalore",1,0
Flodeis,3.4,300,Vijay Nagar,"Desserts, Ice Cream, Beverages","483, 2nd Cross, 8th Main Road, Vijay Nagar, Bangalore",1,0
Hotel New Panchavati,3.6,600,Vijay Nagar,"North Indian, Chinese, Biryani, South Indian","54/54, 17th Cross, MRCR Layout, Vijaynagar Bus Stand, Vijay Nagar, Bangalore",1,0
Al Taj Fast Food,3.2,600,Vijay Nagar,"Fast Food, North Indian, South Indian, Chinese","140, 2nd Main Road, Telecom Layout, Cholourpalya, Vijay Nagar, Bangalore",1,0
Frosty Bite,3.3,150,Vijay Nagar,"Beverages, Juices","Oppsite Vijay Nagar Bus Stop, Vijay Nagar, Bangalore",1,0
Food Singh,0.0,500,Basaveshwara Nagar,North Indian,"44, Kuvempu Complex 2 Main, 2nd Cross, Basaveshwara Nagar, Bangalore",1,0
The Good Bowl,0.0,500,Jayanagar,"Italian, North Indian, Biryani","Shop 22, E Block, Subramanya Nagar, 14th Main Road, Jayanagar, Bangalore",1,0
Tango Sandwich King,3.5,200,Basaveshwara Nagar,"Fast Food, Sandwich","43, Pavithra junction, Basaveshwara Nagar, Bangalore",1,0
Chination,0.0,600,Basaveshwara Nagar,Chinese,"44, Kuvempu Complex, 2 Main, 2nd Cross, Basaveshwara Nagar, Bangalore",1,0
Coastal Curry,3.5,350,Vijay Nagar,"North Indian, Andhra, Chinese, Seafood","1704, 17th Cross Rd, Govindaraja Nagar Ward, PF Layout, Vijaya Nagar",1,0
Srinidhi Sagar,3.4,300,Vijay Nagar,"South Indian, North Indian, Chinese","273, 1st Main, Near Maruthi Hospital, Club Road, Vijay Nagar, Bangalore",0,0
Chawla's 2 Online.com,3.9,800,Basaveshwara Nagar,North Indian,"44, Kuvempu Complex, 22nd Cross, Basaveshwara Nagar, Bangalore",1,0
Cafe Coffee Day,3.5,900,Vijay Nagar,"Cafe, Fast Food","WOC Road, RPC Layout, Vijay Nagar, Bangalore",1,0
Oyalo,3.0,300,Magadi Road,Pizza,"2nd Cross, Govindarajanagar, Next To The Bharat Bank, Magadi Main Road, Magadi Road, Bangalore",1,0
Mallige Ootada Mane,3.3,300,Vijay Nagar,South Indian,"11/3, 21st Main Road, Near Maruthi Mandira, Vijay Nagar, Bangalore",0,0
Mouthful,3.7,300,Vijay Nagar,"Fast Food, Steak","1882/D, 9th Cross Road, 5th Main Road, RPC Layout, Hosahalli Extension, Vijay Nagar, Bangalore",1,0
Sultan's Restaurant,3.2,200,Magadi Road,"Hyderabadi, Biryani","2/1, Opposite Sadguna Hospital, Agrahara Dasarahalli, Magadi Road, Bangalore",1,0
McDonald's,2.9,500,Basaveshwara Nagar,"Burger, Fast Food","Shop 5, 3rd Stage, 4th Block, Main Road, Basaveshwara Nagar, Bangalore",1,0
Ayodhya Food Line,3.4,250,Nagarbhavi,"South Indian, North Indian, Fast Food, Chinese","Thrimurthi Complex, Nagarbhavi Main Road, Near Shobha hospital, Prashanth Nagar, Nagarbhavi, Bangalore",1,0
Jai Bhavani Savaji Hotel,2.9,400,Vijay Nagar,"South Indian, Biryani","28, 8, 2nd Main Road, Hoshalli Extension, Vijay Nagar, Bangalore",0,0
Hotel Sri Ayodhya,0.0,200,Basaveshwara Nagar,South Indian,"11, KHB Colony MIG 11nd Stage, Basaveshwara Nagar, Bangalore",1,0
Brew Bakes Cafe,3.7,600,Vijay Nagar,"Cafe, Beverages","GNR Mansion, 2nd Floor, 20th Main Road, Vijay Nagar, Bengaluru",1,0
Rolling Waffles,3.8,250,Basaveshwara Nagar,Desserts,"40, 1st Main Road, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",1,0
Mitraa Da Pizza,0.0,250,Rajajinagar,"Fast Food, Pizza","18, Siddheshwara Complex, Ground Floor, Opposite To Planet Honda Showroom, Dr Raj Kumar Road, 4th N Block, Rajajinagar, Bangalore",1,0
Shree Mahalakshmi Sweets,3.8,100,Vijay Nagar,"Mithai, Street Food","12, 1st Main Road, RPC Layout, Vijay Nagar, Bangalore",1,0
Havmor,3.8,200,Basaveshwara Nagar,"Ice Cream, Desserts","4, Ground Floor, 1st Main Road. 2nd Block, 3rd Stage, Basaveshwara Nagar, Bangalore",1,0
Cafe Udupi Ruchi,4.0,350,Vijay Nagar,"South Indian, North Indian, Street Food","1731, 17th Cross, MC Layout, Vijay Nagar, Bangalore",1,0
Robin Brown Ice Creams,3.5,200,Rajajinagar,"Ice Cream, Fast Food","MIG 45/3 Ground floor KHB Colony, 2nd Stage Basaveshwaranagar, Bangalore",1,0
Stoned Monkey,4.1,500,Basaveshwara Nagar,"Desserts, Ice Cream","630, Dr. Siddayya Puranik Road, 3rd Stage, 3rd block, Basaveshwara Nagar, Bangalore",1,0
Vayam Veg Fine Dine,3.8,700,Magadi Road,"North Indian, South Indian, Chinese, Mexican","173, Opposite To Traffic Police Station, Magadi Road, Bangalore, Bengaluru",1,0
Petoo,3.9,800,Rajajinagar,"North Indian, Fast Food, Street Food","GT World Mall, 9th Cross Road, Cholourpalya, Rajajinagar, Bangalore",1,0
Rotti Mane,3.5,200,Vijay Nagar,South Indian,"20, GKW Main Rd, 4 E Block, Marenahalli, Saraswathi Nagar, Vijay Nagar, Bangalore",1,0
Lassi Corner,3.5,150,Vijay Nagar,"Beverages, Desserts","860/29 , 4th Main Road, Near Hosahalli Metro station, Vijay Nagar, Bangalore",1,0
Cafe Bengaluru,3.3,300,Magadi Road,"Fast Food, Beverages","2, Veeresh Cinema Complex, 1st Cross, Magadi Road, Bengaluru",0,0
New Savi Sagar,3.3,200,Magadi Road,"South Indian, North Indian, Chinese, Street Food","FC 07, 92, Magadi Main Road, Next To Prasanna Theatre, Magadi Road, Bangalore",1,0
Bakers77,3.8,0,Basaveshwara Nagar,"Bakery, Fast Food","456, Basaveshwara Nagar Main Road, Basaveshwara Nagar, Bangalore",0,0
Chai Point,3.5,250,Malleshwaram,"Fast Food, Beverages","26/1 Dr. Rajkumar Road, First Floor, Orion Mall, Brigade Gateway, Malleshwaram West, Bangalore",1,0
Roll Over,3.8,350,Basaveshwara Nagar,Desserts,"102/2, LIC Colony, Opposite Bangalore One, Dr. Siddaiah Puranik Road, Basaveshwara Nagar, Bangalore",1,0
Cave N Dine,3.1,800,Basaveshwara Nagar,"North Indian, Chinese, Seafood","12, 4th Stage, 3rd Block, Basaveshwara Nagar, Bangalore",1,1
Bhanu Hindi Military Hotel,3.4,300,Magadi Road,South Indian,"87, Magadi Main Road, Govindraj Nagar, Opposite Raheja Apartments, Magadi Road, Bangalore",1,0
Samudra Restaurant,3.2,350,Vijay Nagar,"North Indian, Chinese, Seafood","1st Main, 11th Cross Nagarabhavi Main Road Near Bharathi Nursing Home, Prashanthnagar, Vijay Nagar, Bangalore",1,0
Trofi N Treats,2.8,250,Vijay Nagar,"Rolls, Fast Food","Food Court, Third Floor, GT Mall, Next To Prasanna Theater, Rajajinagar, Bangalore",1,0
Beijing Bites,3.7,850,Rajajinagar,"Chinese, Thai","726, Ground Floor, Dr Modi Hospital Road, Rajajinagar, Bangalore",1,0
Donne Biriyani Mane,3.6,300,Vijay Nagar,"Biryani, Kebab","Kurilingappa Bulding, 11/12, Siddeshwaranagar, 21st Main, Vijay Nagar, Bangalore",1,0
Kettle & Kegs,3.3,200,Rajajinagar,"Tea, Beverages","Rajajinagar, Bangalore",1,0
SGS Non Veg - Gundu Pulav,3.5,400,Rajajinagar,"Biryani, Fast Food","12/69, 56th Cross, 4th Block, Opposite MEI Polytechnic, Rajajinagar, Bangalore",1,0
Kubera Veg and Non-Veg,3.4,300,Vijay Nagar,"Andhra, Chinese, South Indian","29, Patteghar Palya Main Rd, Govindaraja Nagar Ward, Amarajyothi Nagar, Vijay Nagar, Bangalore",1,0
Savji's Roll 'N' Biryani,3.9,250,Vijay Nagar,"North Indian, Chinese, Biryani, Rolls","9, Pipeline Road, Service Road, Vijay Nagar, Bangalore",1,0
A2B Veg - Adyar Ananda Bhavan,2.9,400,Rajajinagar,"South Indian, North Indian, Chinese, Street Food, Fast Food","746/18, 60th Cross, Bashyam Circle, Rajajinagar, Bangalore",1,0
Gowda's Biriyani Corner,3.8,250,Vijay Nagar,"North Indian, South Indian, Biryani","3rd Cross Road, 661, 6th Main Road, Hoshalli Extension, Stage 1, Vijay Nagar, Bangalore",1,0
BDBD Banashri Davangere Benne Dose Hotel,3.7,150,Vijay Nagar,South Indian,"Subbana Garden Street, 7th Main, 1st Cross, Behind BTS Bus Stop, Vijay Nagar, Bangalore",1,0
By 2 Coffee,4.3,100,Vijay Nagar,South Indian,"5th Main Road, Opposite Sankashta Ganapathi Temple, RPC Layout, Vijay Nagar, Bangalore",1,0
Nandhana Palace,4.0,800,Rajajinagar,"Andhra, Biryani, North Indian, Chinese","1, 5th Main, West of Chord Road, Shivanagar, Rajajinagar, Bangalore",0,0
Mayura 1989,3.7,900,Rajajinagar,"Andhra, Continental, Chinese","46/3, Near Prasanna Theatre, 6th Block, Rajajinagar, Bangalore",0,0
New Prashanth Hotel,3.2,750,Basaveshwara Nagar,"South Indian, Biryani, Chinese, North Indian","36/1, KHB 1st Stage, 6th Main, Basaveshwara Nagar, Bangalore",1,0
Hotel Karavali Fish Palace,3.8,400,Rajajinagar,"Seafood, South Indian, Chinese","16, Magadi Main Road, Near Prasanna Theatre, Rajajinagar, Bangalore",1,0
Brahmins' Thatte Idli,3.9,100,Rajajinagar,South Indian,"22,1st A Main Road, Near Metro Station, Mahalakshmi Layout, Rajajinagar, Bangalore",1,0
Shanthi Sagar,3.8,400,Basaveshwara Nagar,"South Indian, North Indian, Chinese, Street Food, Beverages","469, 3rd Block, Siddaiah Puranik Road, 3rd Stage, Basaveshwara Nagar, Bangalore",1,0
Donne Biryani House,3.5,300,Rajajinagar,Biryani,"418,12th Main Road, 6th Block, Rajajinagar, Bangalore",0,0
Thanco's Natural Ice Cream,3.1,450,Rajajinagar,"Ice Cream, Desserts","110, 14th Main, West Of Chord Road, 2nd Stage, Rajajinagar, Bangalore",0,0
Chickpet Donne Biryani House,3.7,250,Vijay Nagar,Biryani,"105, 1st Main Road, Club Road, Opposite Titan Show Room, Vijay Nagar, Bangalore",1,0
Frozen Bottle,3.8,400,Basaveshwara Nagar,"Beverages, Desserts","571, Siddhaiah Puranik Road, Shakthi Ganapathi Nagar, Basaveshwar Nagar",1,0
New Shanthi Sagar,3.5,300,Rajajinagar,"Chinese, Fast Food, North Indian","Bashyam Circle, Rajajinagar, Bangalore",1,0
Dharwad Line Bazar Mishra Pedha,3.4,150,Rajajinagar,Desserts,"895, 50th Cross, 3rd Block, Rajajinagar, Bangalore",0,0
Dose Mane,0.0,150,Rajajinagar,South Indian,"336, 58th Cross Road, 3rd Block, Rajaji Nagar, Bengaluru",0,0
Dhana Lakshmi Family Restaurant,0.0,650,Rajajinagar,"Chinese, North Indian","Near Ganesha Temple, Seraswathipura, Rajajinagar, Bangalore",0,0
Nimma Dharwad Mane,0.0,300,Rajajinagar,South Indian,"152/Y, 50th Cross, 16th Main, 3rd Block, Rajajinagar, Bangalore",0,0
Samudra Restaurant,0.0,400,Rajajinagar,North Indian,"740/12, Bashyam Circle, 5th Block, Rajajinagar, Bangalore",0,0
Lassi & Cream,3.2,200,Rajajinagar,Fast Food,"411, 12th Main Road 6th Block, Rajajinagar, Bangalore",1,0
Sri Venkateshwara Utsav,0.0,400,Rajajinagar,"South Indian, North Indian, Chinese","449, 55th Cross Road, 3rd Block, Rajajinagar, Bangalore",0,0
Satyam Sweets,0.0,450,Rajajinagar,"Mithai, Street Food","Shop 15, 59th Cross Road, 3rd Block, Rajajinagar, Bangalore",0,0
Dhanya Nati Style Restaurant,3.1,300,Rajajinagar,South Indian,"13, 8th Cross Road, Srikanteswara Nagar, Nandini Layout, Rajajinagar, Bangalore",0,0
Biriyani Adda,3.1,350,Rajajinagar,"Biryani, Fast Food","3rd Phase, Bhashyam Circle, Rajajinagar, Bangalore",0,0
The Cake Factory,3.4,300,Rajajinagar,Bakery,"1379/A, 13th Cross Road, West of Chord Road, 2nd Stage, Rajajinagar, Bangalore",0,0
Bombay Kulfis,3.3,200,Rajajinagar,Ice Cream,"356, Drive Rajkumar Road, 6th Block, Rajajinagar, Bangalore",0,0
Gowdru Mane Bhaduta,3.2,400,Rajajinagar,"North Indian, South Indian","37, West Of Chord Road, 1st Main, Shivanagar, Rajajinagar, Bangalore",0,0
The Right Moo Organic Icecreams,0.0,300,Rajajinagar,Desserts,"236, 1st B Main Road, Shivanagar, Rajajinagar, Bangalore",0,0
Mallnad Hotel,3.2,300,Rajajinagar,"North Indian, Chinese","Saraswathipur Main Road, Oppsite Sri Sathya Santhi Ganapathi Temple, Nandini Layout, Rajajinagar, Bangalore",0,0
Shradhi Lunch Home,3.2,400,Rajajinagar,"Mughlai, North Indian, Chinese","6th B Main Road, Shankarnagar, Mahalakshmi Layout, Rajajinagar, Bangalore",0,0
Star Biryani & Kebab Centre,3.4,150,Rajajinagar,"Biryani, Kebab","Number 766, 4th Cross, Kodi Basavanna Temple Street, 6th Block, Rajajinagar, Bangalore",0,0
Next Corner,0.0,150,Rajajinagar,North Indian,"Shop 54/1-25, 2nd Cross, Manjunath Nagar Rajajinagar, Bangalore",0,0
Hotel Udupi Sagar,0.0,200,Rajajinagar,"South Indian, North Indian, Chinese, Street Food","3A 11Th Cross, 2Nd Block Akshaya Nagar, Shanthi Layout Main Road, Annappa Circle, Rajajinagar, Bangalore",0,0
Ambika Biryani Corner,3.5,300,Rajajinagar,Biryani,"5th Cross, Shankarnagar Main Road, Opposite More Supermarket, Mahalakshmi Layout, Rajajinagar, Bangalore",0,0
Just Bake,0.0,400,Rajajinagar,Bakery,"419/4, 12th Main Road, 6th Block, Rajajinagar, Bangalore",0,0
New Prashantha Naati Corner,3.3,400,Rajajinagar,South Indian,"141,12th Cross Road, 6th Main, West of Chord Road, Mahalakshmipuram, Rajajinagar, Bangalore",0,0
Papanna's Biriyani,3.9,350,Basaveshwara Nagar,"Biryani, South Indian","1460, 14th Main, Dr. Siddaiahpuranik Puranik Marga, 2nd Stage, Basaveshwara Nagar, Bangalore",0,0
MouthFull Of Cake,3.9,600,Basaveshwara Nagar,Desserts,"Basaveshwara Nagar, Bangalore",0,0
Cakeport,0.0,500,Magadi Road,"Bakery, Desserts","19, Mysore Deviation Road, Gopalapuram, Magadi Road, Bangalore",0,0
Sri Prasanna Military Hotel,0.0,250,Magadi Road,South Indian,"Number 14, 5th Cross Road, Magadi Road, 5th Main, Mariyappanapalya, Binnipete",0,0
